map	w	h	coredsq	rounds	seats	claim_onset	claim2_onset	claim3_onset	claim5_onset	own_onset	claim_r20	claim_r40	claim_r80	claim_r150	claim_max	own_max	claim_mean	claim_tail50	own_mean	ours_max	ours_seatrounds	ours_first	episodes	epi_ended	retakes	retake_lat_mean	retake_lat_med	pecks_total	ourblock_seatrounds	ourconv_seatrounds	mjbody_seatrounds	empty_seatrounds	claim_w40_100	block_w40_100	mj_claim_epis	mj_claim_ended	mj_claim_life_med	claim_pre_press	claim_post_press	our_near16_first	our_near36_first	mj_harv1	mj_harv2	mj_harv_n	pecks_on_ours	pecks_on_theirs	peck_victims	tag	seat	result	cond	turn
drakkarfjord	30	30	976	1000	8	2	3	313	854	2	2	1	1	1	6	6	2.546	6.0	2.546	7	4426	17	15	13	6	1.0	1	214	4426	0	86	921	1.0	6.15	10	4	120	2	2	15	13	11	145	5	175	39	barrier:175	drakkarfjord_s305_B	B	US	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	1000	8	2	3	359	439	2	2	1	0	0	8	8	3.818	8.0	3.818	8	2951	15	15	15	7	4.14	1	285	2951	0	79	1149	0.633	6.05	13	5	75	2	2	15	13	11	177	11	142	143	barrier:142	drakkarfjord_s306_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	228	8	2	3	-1	-1	2	2	2	1	0	2	2	0.627	0.0	0.627	7	1185	17	9	3	0	-1	-1	65	1185	0	132	360	1.05	6.233	2	2	102	2	2	15	13	11	45	2	45	20	barrier:45	drakkarfjord_s306_B	B	US	Core destroyed	228
drakkarfjord	30	30	976	517	8	2	3	-1	-1	2	2	2	0	2	2	2	0.288	0.0	0.288	8	3330	15	12	6	2	1.0	1	147	3330	0	86	472	0.25	7.483	4	4	42	2	2	15	13	11	43	3	107	40	barrier:107	drakkarfjord_s307_A	A	OPP	Core destroyed	517
drakkarfjord	30	30	976	1000	8	2	3	313	854	2	2	1	1	1	6	6	2.546	6.0	2.546	7	4426	17	15	13	6	1.0	1	214	4426	0	86	921	1.0	6.15	10	4	120	2	2	15	13	11	145	5	175	39	barrier:175	drakkarfjord_s307_B	B	US	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	1000	8	2	3	-1	-1	2	2	2	1	1	2	2	1.072	1.0	1.072	7	6316	15	68	61	0	-1	-1	87	6316	0	4	605	1.617	5.6	2	1	75	2	2	15	13	11	-1	1	49	38	barrier:49	drakkarfjord_s308_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	199	8	2	3	-1	-1	2	2	1	1	1	2	2	1.171	1.0	1.171	7	971	17	9	3	0	-1	-1	62	971	0	6	378	1.0	5.567	2	1	37	2	2	15	13	11	77	2	52	10	barrier:52	drakkarfjord_s308_B	B	US	Core destroyed	199
drakkarfjord	30	30	976	953	8	2	3	-1	-1	2	2	1	0	0	2	2	0.448	0.0	0.448	8	6849	15	16	8	5	1.0	1	244	6849	0	53	292	0.133	7.867	7	7	35	2	2	15	13	11	43	8	150	94	barrier:150	drakkarfjord_s309_A	A	US	Core destroyed	953
drakkarfjord	30	30	976	199	8	2	3	-1	-1	2	2	1	1	1	2	2	1.171	1.0	1.171	7	971	17	9	3	0	-1	-1	62	971	0	6	378	1.0	5.567	2	1	37	2	2	15	13	11	77	2	52	10	barrier:52	drakkarfjord_s309_B	B	US	Core destroyed	199
drakkarfjord	30	30	976	353	8	2	3	157	-1	2	2	2	1	1	4	4	2.632	4.0	2.632	7	1354	15	10	8	4	1.0	1	125	1354	0	7	531	1.317	6.117	6	2	86	2	2	15	13	11	93	4	85	40	barrier:85	drakkarfjord_s310_A	A	OPP	Core destroyed	353
drakkarfjord	30	30	976	512	8	2	3	-1	-1	2	2	1	1	1	2	2	1.068	1.0	1.068	7	2882	17	8	3	0	-1	-1	79	2882	0	367	294	1.0	5.25	2	1	38	2	2	15	13	11	77	2	52	27	barrier:52	drakkarfjord_s310_B	B	US	Core destroyed	512
drakkarfjord	30	30	976	1000	8	2	3	-1	-1	2	2	2	1	1	2	2	1.072	1.0	1.072	7	6370	16	68	61	0	-1	-1	91	6370	0	5	550	1.617	5.6	2	1	75	2	2	15	13	11	-1	1	49	42	barrier:49	drakkarfjord_s311_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	580	8	2	3	-1	-1	2	2	1	1	1	2	2	1.06	1.0	1.06	7	3214	17	8	3	0	-1	-1	83	3214	0	436	369	1.0	5.25	2	1	38	2	2	15	13	11	77	2	56	27	barrier:56	drakkarfjord_s311_B	B	US	Core destroyed	580
drakkarfjord	30	30	976	345	8	2	3	157	-1	2	2	2	1	1	3	3	2.261	3.0	2.261	7	1325	15	9	7	2	1.0	1	119	1325	0	6	646	1.317	6.117	4	1	57	2	2	15	13	11	93	4	85	34	barrier:85	drakkarfjord_s312_A	A	OPP	Core destroyed	345
drakkarfjord	30	30	976	158	8	2	3	-1	-1	2	2	1	1	0	2	2	0.854	0.0	0.854	8	879	17	9	1	0	-1	-1	39	879	0	8	238	1.0	6.2	2	2	98	2	2	16	13	11	153	2	19	20	barrier:19	drakkarfjord_s312_B	B	US	Core destroyed	158
drakkarfjord	30	30	976	1000	8	2	3	172	208	2	2	2	1	2	8	8	5.935	8.0	5.935	7	1057	15	18	18	14	15.14	13	294	1057	0	10	995	1.317	6.117	13	5	227	2	2	15	13	11	93	13	124	170	barrier:124	drakkarfjord_s313_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	632	8	2	3	-1	-1	2	2	1	1	1	2	2	1.055	1.0	1.055	7	3685	17	10	3	0	-1	-1	106	3685	0	398	300	1.0	5.25	2	1	38	2	2	15	13	11	77	2	79	27	barrier:79	drakkarfjord_s313_B	B	US	Core destroyed	632
drakkarfjord	30	30	976	1000	8	2	3	841	896	2	2	1	0	0	6	6	1.456	5.34	1.456	8	6124	15	17	15	6	1.0	1	226	6124	0	79	338	0.45	6.3	8	4	64	2	2	15	13	11	132	6	176	50	barrier:176	drakkarfjord_s314_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	228	8	2	3	-1	-1	2	2	2	1	0	2	2	0.627	0.0	0.627	7	1185	17	9	3	0	-1	-1	65	1185	0	132	360	1.05	6.233	2	2	102	2	2	15	13	11	45	2	45	20	barrier:45	drakkarfjord_s314_B	B	US	Core destroyed	228
drakkarfjord	30	30	976	333	8	2	3	-1	-1	2	2	2	1	0	2	2	0.547	0.0	0.547	8	2109	15	38	31	0	-1	-1	58	2109	0	16	354	1.2	5.367	2	2	132	2	2	15	13	11	-1	1	38	20	barrier:38	drakkarfjord_s315_A	A	US	Core destroyed	333
drakkarfjord	30	30	976	195	8	2	3	-1	-1	2	2	1	1	1	2	2	1.164	0.96	1.164	7	1075	17	8	1	0	-1	-1	53	1075	0	8	244	1.0	6.1	2	2	190	2	2	15	13	11	177	2	25	28	barrier:25	drakkarfjord_s315_B	B	US	Core destroyed	195
drakkarfjord	30	30	976	480	8	2	3	157	257	2	2	2	1	1	7	7	3.802	7.0	3.802	7	1234	15	11	11	5	1.6	1	121	1234	0	7	770	1.317	6.117	9	2	148	2	2	15	13	11	93	5	85	36	barrier:85	drakkarfjord_s316_A	A	OPP	Core destroyed	480
drakkarfjord	30	30	976	228	8	2	3	-1	-1	2	2	2	1	0	2	2	0.627	0.0	0.627	7	1185	17	9	3	0	-1	-1	65	1185	0	132	360	1.05	6.233	2	2	102	2	2	15	13	11	45	2	45	20	barrier:45	drakkarfjord_s316_B	B	US	Core destroyed	228
drakkarfjord	30	30	976	1000	8	2	3	987	-1	2	2	2	1	1	3	3	1.005	1.86	1.005	7	5774	16	78	76	3	1.0	1	174	5774	0	126	1037	1.617	5.6	5	2	745	2	2	15	13	11	668	3	126	48	barrier:126	drakkarfjord_s317_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	512	8	2	3	-1	-1	2	2	1	1	1	2	2	1.068	1.0	1.068	7	2882	17	8	3	0	-1	-1	79	2882	0	367	294	1.0	5.25	2	1	38	2	2	15	13	11	77	2	52	27	barrier:52	drakkarfjord_s317_B	B	US	Core destroyed	512
drakkarfjord	30	30	976	528	8	2	3	381	466	2	2	1	0	0	7	7	1.858	6.9	1.858	8	2588	15	11	11	8	12.38	3	121	2588	0	79	573	0.35	4.633	9	2	58	2	2	15	13	11	129	7	101	20	barrier:101	drakkarfjord_s318_A	A	OPP	Core destroyed	528
drakkarfjord	30	30	976	338	8	2	3	-1	-1	2	2	1	1	1	2	2	1.101	1.0	1.101	7	1838	17	23	17	0	-1	-1	38	1838	0	4	486	1.0	6.3	2	1	37	2	2	15	13	11	-1	1	28	10	barrier:28	drakkarfjord_s318_B	B	US	Core destroyed	338
drakkarfjord	30	30	976	1000	8	2	3	-1	-1	2	2	2	1	1	2	2	1.072	1.0	1.072	7	6315	16	68	61	0	-1	-1	87	6315	0	5	605	1.617	5.6	2	1	75	2	2	15	13	11	-1	1	49	38	barrier:49	drakkarfjord_s319_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	338	8	2	3	-1	-1	2	2	1	1	1	2	2	1.101	1.0	1.101	7	1838	17	23	17	0	-1	-1	38	1838	0	4	486	1.0	6.3	2	1	37	2	2	15	13	11	-1	1	28	10	barrier:28	drakkarfjord_s319_B	B	US	Core destroyed	338
drakkarfjord	30	30	976	1000	8	2	3	757	794	2	2	2	0	2	7	7	1.618	7.0	1.618	8	5571	15	12	11	8	1.0	1	216	5571	0	86	722	0.25	7.483	11	4	42	2	2	15	13	11	43	11	176	40	barrier:176	drakkarfjord_s320_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	1000	8	2	3	313	845	2	2	1	1	1	8	8	2.627	8.0	2.627	7	4343	17	15	15	8	1.0	1	241	4343	0	86	923	1.0	6.15	12	4	120	2	2	15	13	11	145	9	202	39	barrier:202	drakkarfjord_s320_B	B	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	1000	8	2	3	-1	-1	2	2	2	1	1	2	2	0.888	0.48	0.888	8	6203	16	84	77	0	-1	-1	157	6203	0	278	627	1.617	5.6	3	2	789	2	2	15	13	11	648	2	109	48	barrier:109	drakkarfjord_s321_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	1000	8	2	3	313	854	2	2	1	1	1	6	6	2.546	6.0	2.546	7	4426	17	15	13	6	1.0	1	214	4426	0	86	921	1.0	6.15	10	4	120	2	2	15	13	11	145	5	175	39	barrier:175	drakkarfjord_s321_B	B	US	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	1000	8	2	3	-1	-1	2	2	2	1	1	2	2	0.62	0.0	0.62	8	6439	15	81	74	0	-1	-1	97	6439	0	339	599	1.617	5.6	2	2	545	2	2	15	13	11	996	2	49	48	barrier:49	drakkarfjord_s322_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	555	8	2	3	403	436	2	2	1	1	1	6	6	1.8	2.36	1.8	7	3104	17	14	8	6	1.67	1	283	3104	0	17	281	1.0	6.1	10	8	62	2	2	15	13	11	357	3	134	149	barrier:134	drakkarfjord_s322_B	B	US	Core destroyed	555
drakkarfjord	30	30	976	1000	8	2	3	841	-1	2	2	1	0	0	4	4	1.103	1.22	1.103	8	6480	15	22	15	5	11.2	1	216	6480	0	84	330	0.45	6.3	7	6	122	2	2	15	13	11	132	6	146	70	barrier:146	drakkarfjord_s323_A	A	OPP	Harvesters (tiebreak)	1000
drakkarfjord	30	30	976	580	8	2	3	-1	-1	2	2	1	1	1	2	2	1.06	1.0	1.06	7	3214	17	8	3	0	-1	-1	83	3214	0	435	370	1.0	5.25	2	1	38	2	2	15	13	11	77	2	56	27	barrier:56	drakkarfjord_s323_B	B	US	Core destroyed	580
drakkarfjord	30	30	976	1000	8	2	3	359	439	2	2	1	0	0	7	7	3.888	7.0	3.888	8	2877	15	15	14	6	10.67	1	310	2877	0	51	1166	0.633	6.05	12	5	75	2	2	15	13	11	177	13	138	172	barrier:138	drakkarfjord_s324_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	567	8	2	3	-1	-1	2	2	1	1	1	2	2	0.741	0.0	0.741	7	3643	17	9	2	0	-1	-1	95	3643	0	168	273	1.0	6.1	3	3	37	2	2	15	13	11	345	2	47	48	barrier:47	drakkarfjord_s324_B	B	US	Core destroyed	567
drakkarfjord	30	30	976	638	8	2	3	583	618	2	2	1	1	1	6	6	0.687	4.12	0.687	8	3624	15	16	15	3	2.0	1	138	3624	0	251	783	1.05	5.267	9	3	65	2	2	15	13	11	224	4	100	38	barrier:100	drakkarfjord_s325_A	A	OPP	Core destroyed	638
drakkarfjord	30	30	976	199	8	2	3	-1	-1	2	2	1	1	1	2	2	1.171	1.0	1.171	7	971	17	9	3	0	-1	-1	62	971	0	6	378	1.0	5.567	2	1	37	2	2	15	13	11	77	2	52	10	barrier:52	drakkarfjord_s325_B	B	US	Core destroyed	199
drakkarfjord	30	30	976	341	8	2	3	157	-1	2	2	2	1	1	4	4	2.569	3.54	2.569	7	1445	15	10	5	3	1.0	1	113	1445	0	5	399	1.317	6.117	5	2	108	2	2	15	13	11	93	5	69	44	barrier:69	drakkarfjord_s326_A	A	OPP	Core destroyed	341
drakkarfjord	30	30	976	1000	8	2	3	843	973	2	2	1	1	1	6	6	1.228	4.34	1.228	8	5763	19	35	33	5	1.8	1	215	5763	0	197	800	1.0	6.15	9	3	126	2	2	15	13	11	145	4	173	42	barrier:173	drakkarfjord_s326_B	B	US	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	1000	8	2	3	-1	-1	2	2	2	1	1	2	2	1.111	1.0	1.111	7	6256	15	70	63	1	1.0	1	174	6256	0	201	428	1.617	5.6	3	2	75	2	2	15	13	11	648	4	124	50	barrier:124	drakkarfjord_s327_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	580	8	2	3	-1	-1	2	2	1	1	1	2	2	1.06	1.0	1.06	7	3214	17	8	3	0	-1	-1	83	3214	0	435	370	1.0	5.25	2	1	38	2	2	15	13	11	77	2	56	27	barrier:56	drakkarfjord_s327_B	B	US	Core destroyed	580
drakkarfjord	30	30	976	1000	8	2	3	-1	-1	2	2	2	1	1	2	2	1.072	1.0	1.072	7	6315	16	68	61	0	-1	-1	87	6315	0	5	605	1.617	5.6	2	1	75	2	2	15	13	11	-1	1	49	38	barrier:49	drakkarfjord_s328_A	A	OPP	Titanium collected (tiebreak)	1000
drakkarfjord	30	30	976	606	8	2	3	-1	-1	2	2	1	1	1	2	2	1.058	1.0	1.058	7	3447	17	8	2	0	-1	-1	84	3447	0	461	293	1.0	5.25	2	1	38	2	2	15	13	11	77	2	57	27	barrier:57	drakkarfjord_s328_B	B	US	Core destroyed	606
drakkarfjord	30	30	976	1000	8	2	3	841	-1	2	2	1	0	0	4	4	1.103	1.22	1.103	8	6480	15	22	15	5	11.2	1	216	6480	0	84	330	0.45	6.3	7	6	122	2	2	15	13	11	132	6	146	70	barrier:146	drakkarfjord_s329_A	A	OPP	Harvesters (tiebreak)	1000
drakkarfjord	30	30	976	1000	8	2	3	313	854	2	2	1	1	1	6	6	2.546	6.0	2.546	7	4426	17	15	13	6	1.0	1	214	4426	0	86	921	1.0	6.15	10	4	120	2	2	15	13	11	145	5	175	39	barrier:175	drakkarfjord_s329_B	B	US	Titanium collected (tiebreak)	1000
drumlin	25	25	338	150	8	2	3	20	-1	2	3	2	0	-1	3	3	0.767	0.0	0.767	8	943	12	10	2	0	-1	-1	117	943	0	15	121	0.4	7.567	3	3	33	2	3	10	9	8	12	2	87	30	barrier:87	drumlin_s300_A	A	US	Core destroyed	150
drumlin	25	25	338	203	8	2	3	-1	-1	2	2	2	1	2	2	2	1.833	2.0	1.833	7	1146	12	9	3	2	1.0	1	103	1146	0	5	98	1.6	6.333	4	2	73	2	2	10	9	8	12	2	66	37	barrier:66	drumlin_s300_B	B	US	Core destroyed	203
drumlin	25	25	338	351	8	2	3	26	70	2	2	3	5	4	6	6	4.328	5.0	4.328	4	986	12	11	8	7	3.29	1	250	986	0	40	257	3.95	1.75	9	4	74	2	3	10	9	8	12	5	120	130	barrier:120	drumlin_s301_A	A	OPP	Core destroyed	351
drumlin	25	25	338	313	8	2	3	-1	-1	2	2	2	0	0	2	2	0.316	0.0	0.316	7	1975	12	8	1	0	-1	-1	87	1975	0	82	125	0.4	6.233	2	2	50	2	2	10	9	8	12	2	63	24	barrier:63	drumlin_s301_B	B	US	Core destroyed	313
drumlin	25	25	338	216	8	2	3	20	-1	2	3	3	4	4	4	4	3.583	4.0	3.583	5	807	12	7	3	3	1.0	1	93	807	0	32	113	3.583	4.083	6	2	42	2	3	10	9	8	12	4	55	38	barrier:55	drumlin_s302_A	A	OPP	Core destroyed	216
drumlin	25	25	338	205	8	2	3	52	78	2	2	2	5	4	5	5	3.327	3.0	3.327	6	824	12	11	6	6	4.83	1	192	824	0	6	124	3.4	4.4	7	4	66	2	2	10	9	8	12	5	102	90	barrier:102	drumlin_s302_B	B	OPP	Core destroyed	205
drumlin	25	25	338	317	8	2	3	28	166	2	2	2	2	4	5	5	2.297	1.0	2.297	7	1608	12	12	5	4	1.0	1	208	1608	0	10	173	2.55	5.017	7	6	49	2	3	10	9	8	12	4	88	120	barrier:88	drumlin_s303_A	A	US	Core destroyed	317
drumlin	25	25	338	297	8	2	3	-1	-1	2	2	2	0	0	2	2	0.354	0.0	0.354	7	1689	12	7	1	0	-1	-1	38	1689	0	246	333	0.5	6.133	2	2	53	2	2	10	9	8	12	2	18	20	barrier:18	drumlin_s303_B	B	OPP	Core destroyed	297
drumlin	25	25	338	1000	8	2	3	28	33	2	2	4	4	5	7	7	4.078	7.0	4.078	4	2352	13	9	8	6	2.33	1	248	2352	0	64	902	4.533	1.7	14	7	115	2	3	10	9	8	12	17	120	128	barrier:120	drumlin_s304_A	A	OPP	Titanium collected (tiebreak)	1000
drumlin	25	25	338	508	8	2	3	393	-1	2	2	1	2	2	4	4	1.76	4.0	1.76	7	2617	12	9	6	5	4.4	1	157	2617	0	142	304	1.633	5.533	9	5	39	2	2	10	9	8	28	12	102	55	barrier:102	drumlin_s304_B	B	OPP	Core destroyed	508
drumlin	25	25	338	214	8	2	3	20	-1	2	3	3	4	4	4	4	3.579	4.0	3.579	5	799	12	7	3	3	1.0	1	93	799	0	32	113	3.583	4.083	6	2	42	2	3	10	9	8	12	4	55	38	barrier:55	drumlin_s305_A	A	OPP	Core destroyed	214
drumlin	25	25	338	164	8	2	3	37	109	2	2	3	4	6	6	6	3.78	5.72	3.78	6	568	12	7	5	5	1.0	1	139	568	0	7	113	3.25	4.7	7	1	50	2	2	10	9	8	12	3	90	49	barrier:90	drumlin_s305_B	B	OPP	Core destroyed	164
drumlin	25	25	338	492	8	2	3	21	-1	2	2	4	3	3	4	4	2.951	3.0	2.951	5	1890	13	7	3	3	1.0	1	89	1890	0	9	102	3.017	3.9	6	3	44	2	3	10	9	8	12	3	51	38	barrier:51	drumlin_s306_A	A	US	Core destroyed	492
drumlin	25	25	338	168	8	2	3	-1	-1	2	2	2	2	2	2	2	1.887	2.0	1.887	7	914	12	7	1	1	1.0	1	30	914	0	5	104	1.767	6.2	3	1	46	2	2	10	9	8	12	2	20	10	barrier:20	drumlin_s306_B	B	US	Core destroyed	168
drumlin	25	25	338	1000	8	2	3	86	-1	2	2	1	2	2	4	4	2.918	3.0	2.918	7	4800	13	10	5	5	1.0	1	177	4800	0	19	107	1.233	5.7	8	5	56	2	2	10	9	8	12	5	90	87	barrier:90	drumlin_s307_A	A	OPP	Titanium collected (tiebreak)	1000
drumlin	25	25	338	203	8	2	3	-1	-1	2	2	2	1	2	2	2	1.833	2.0	1.833	7	1146	12	9	3	2	1.0	1	103	1146	0	5	98	1.6	6.333	4	2	73	2	2	10	9	8	12	2	66	37	barrier:66	drumlin_s307_B	B	US	Core destroyed	203
drumlin	25	25	338	1000	8	2	3	28	33	2	2	4	4	5	7	7	4.086	7.0	4.086	4	2345	13	8	7	5	2.8	1	233	2345	0	64	901	4.533	1.7	13	6	115	2	3	10	9	8	12	16	105	128	barrier:105	drumlin_s308_A	A	OPP	Titanium collected (tiebreak)	1000
drumlin	25	25	338	313	8	2	3	-1	-1	2	2	2	0	0	2	2	0.316	0.0	0.316	7	1975	12	8	1	0	-1	-1	87	1975	0	82	125	0.4	6.233	2	2	50	2	2	10	9	8	12	2	63	24	barrier:63	drumlin_s308_B	B	US	Core destroyed	313
drumlin	25	25	338	1000	8	2	3	28	33	2	2	4	4	5	7	7	4.086	7.0	4.086	4	2345	13	8	7	5	2.8	1	233	2345	0	64	901	4.533	1.7	13	6	115	2	3	10	9	8	12	16	105	128	barrier:105	drumlin_s309_A	A	OPP	Titanium collected (tiebreak)	1000
drumlin	25	25	338	405	8	2	3	34	-1	2	2	3	3	2	4	4	2.207	2.0	2.207	6	2229	12	8	2	2	1.0	1	246	2229	0	14	100	3.3	4.583	5	3	71	2	2	10	9	8	12	3	52	194	barrier:52	drumlin_s309_B	B	OPP	Core destroyed	405
drumlin	25	25	338	742	8	2	3	20	-1	2	3	3	1	2	3	3	1.64	0.0	1.64	8	3895	12	17	10	3	1.0	1	186	3895	0	178	633	1.917	6.067	6	6	308	2	2	10	9	8	12	2	114	72	barrier:114	drumlin_s310_A	A	US	Core destroyed	742
drumlin	25	25	338	405	8	2	3	34	-1	2	2	3	3	2	4	4	2.207	2.0	2.207	6	2229	12	8	2	2	1.0	1	246	2229	0	14	100	3.3	4.583	5	3	71	2	2	10	9	8	12	3	52	194	barrier:52	drumlin_s310_B	B	OPP	Core destroyed	405
drumlin	25	25	338	1000	8	2	3	86	-1	2	2	1	2	2	4	4	2.918	3.0	2.918	7	4800	13	10	5	5	1.0	1	177	4800	0	19	107	1.233	5.7	8	5	56	2	2	10	9	8	12	5	90	87	barrier:90	drumlin_s311_A	A	OPP	Titanium collected (tiebreak)	1000
drumlin	25	25	338	407	8	2	3	-1	-1	2	2	2	1	1	2	2	0.99	0.0	0.99	8	2112	12	14	6	0	-1	-1	142	2112	0	261	457	1.3	4.933	2	2	347	2	2	10	9	8	12	3	120	22	barrier:120	drumlin_s311_B	B	US	Core destroyed	407
drumlin	25	25	338	661	8	2	3	54	-1	2	2	2	4	4	4	4	2.463	2.0	2.463	5	2812	13	8	3	2	1.0	1	149	2812	0	27	172	3.167	3.733	5	3	147	2	2	10	9	8	12	2	57	92	barrier:57	drumlin_s312_A	A	US	Core destroyed	661
drumlin	25	25	338	245	8	2	3	34	61	2	2	3	6	2	6	6	2.212	0.0	2.212	8	1286	12	14	6	6	2.83	1	255	1286	0	7	122	4.517	3.367	8	8	83	2	2	10	9	8	12	2	105	150	barrier:105	drumlin_s312_B	B	OPP	Core destroyed	245
drumlin	25	25	338	213	8	2	3	20	-1	2	3	3	4	4	4	4	3.577	4.0	3.577	5	795	12	7	3	3	1.0	1	93	795	0	32	113	3.583	4.083	6	2	42	2	3	10	9	8	12	4	55	38	barrier:55	drumlin_s313_A	A	OPP	Core destroyed	213
drumlin	25	25	338	297	8	2	3	-1	-1	2	2	2	0	0	2	2	0.354	0.0	0.354	7	1689	12	7	1	0	-1	-1	38	1689	0	246	333	0.5	6.133	2	2	53	2	2	10	9	8	12	2	18	20	barrier:18	drumlin_s313_B	B	OPP	Core destroyed	297
drumlin	25	25	338	213	8	2	3	20	-1	2	3	3	4	4	4	4	3.577	4.0	3.577	5	795	12	7	3	3	1.0	1	93	795	0	32	113	3.583	4.083	6	2	42	2	3	10	9	8	12	4	55	38	barrier:55	drumlin_s314_A	A	OPP	Core destroyed	213
drumlin	25	25	338	297	8	2	3	-1	-1	2	2	2	0	0	2	2	0.354	0.0	0.354	7	1689	12	7	1	0	-1	-1	38	1689	0	246	333	0.5	6.133	2	2	53	2	2	10	9	8	12	2	18	20	barrier:18	drumlin_s314_B	B	OPP	Core destroyed	297
drumlin	25	25	338	221	8	2	3	20	80	2	3	3	5	5	6	6	4.163	5.06	4.163	6	640	12	7	4	4	9.75	1	134	640	0	9	193	3.617	4.0	7	2	202	2	3	10	9	8	12	3	74	60	barrier:74	drumlin_s315_A	A	OPP	Core destroyed	221
drumlin	25	25	338	405	8	2	3	34	-1	2	2	3	3	2	4	4	2.207	2.0	2.207	6	2229	12	8	2	2	1.0	1	246	2229	0	14	100	3.3	4.583	5	3	71	2	2	10	9	8	12	3	52	194	barrier:52	drumlin_s315_B	B	OPP	Core destroyed	405
drumlin	25	25	338	333	8	2	3	26	-1	2	2	2	2	2	4	4	1.375	0.0	1.375	8	2022	12	13	5	4	6.5	1	190	2022	0	11	166	2.4	5.517	7	7	62	2	3	10	9	8	12	3	83	107	barrier:83	drumlin_s316_A	A	OPP	Core destroyed	333
drumlin	25	25	338	297	8	2	3	-1	-1	2	2	2	0	0	2	2	0.354	0.0	0.354	7	1689	12	7	1	0	-1	-1	38	1689	0	245	334	0.5	6.133	2	2	53	2	2	10	9	8	12	2	18	20	barrier:18	drumlin_s316_B	B	OPP	Core destroyed	297
drumlin	25	25	338	495	8	2	3	20	67	2	3	3	5	5	6	6	3.495	5.0	3.495	5	1695	12	13	11	8	7.38	1	198	1695	0	15	510	3.867	3.65	12	7	70	2	3	10	9	8	12	5	106	92	barrier:106	drumlin_s317_A	A	OPP	Core destroyed	495
drumlin	25	25	338	245	8	2	3	34	61	2	2	3	6	2	6	6	2.212	0.0	2.212	8	1286	12	14	6	6	2.83	1	255	1286	0	7	122	4.517	3.367	8	8	83	2	2	10	9	8	12	2	105	150	barrier:105	drumlin_s317_B	B	OPP	Core destroyed	245
drumlin	25	25	338	492	8	2	3	21	-1	2	2	4	3	3	4	4	2.951	3.0	2.951	5	1890	13	7	3	3	1.0	1	89	1890	0	9	102	3.017	3.9	6	3	44	2	3	10	9	8	12	3	51	38	barrier:51	drumlin_s318_A	A	US	Core destroyed	492
drumlin	25	25	338	202	8	2	3	-1	-1	2	2	2	1	1	2	2	1.198	1.0	1.198	7	1122	12	7	1	0	-1	-1	49	1122	0	5	243	1.083	6.267	2	1	43	2	2	10	9	8	12	3	33	16	barrier:33	drumlin_s318_B	B	US	Core destroyed	202
drumlin	25	25	338	1000	8	2	3	28	33	2	2	4	4	5	7	7	4.027	7.0	4.027	4	2400	13	10	9	7	2.29	1	292	2400	0	64	905	4.533	1.7	15	8	145	2	3	10	9	8	12	17	135	157	barrier:135	drumlin_s319_A	A	OPP	Titanium collected (tiebreak)	1000
drumlin	25	25	338	164	8	2	3	37	109	2	2	3	4	6	6	6	3.78	5.72	3.78	6	568	12	7	5	5	1.0	1	139	568	0	7	113	3.25	4.7	7	1	50	2	2	10	9	8	12	3	90	49	barrier:90	drumlin_s319_B	B	OPP	Core destroyed	164
drumlin	25	25	338	150	8	2	3	20	-1	2	3	2	0	-1	3	3	0.767	0.0	0.767	8	943	12	10	2	0	-1	-1	117	943	0	15	121	0.4	7.567	3	3	33	2	3	10	9	8	12	2	87	30	barrier:87	drumlin_s320_A	A	US	Core destroyed	150
drumlin	25	25	338	205	8	2	3	52	78	2	2	2	5	4	5	5	3.327	3.0	3.327	6	824	12	11	6	6	4.83	1	192	824	0	6	124	3.4	4.4	7	4	66	2	2	10	9	8	12	5	102	90	barrier:102	drumlin_s320_B	B	OPP	Core destroyed	205
drumlin	25	25	338	1000	8	2	3	86	-1	2	2	1	2	2	4	4	2.918	3.0	2.918	7	4800	13	10	5	5	1.0	1	177	4800	0	19	107	1.233	5.7	8	5	56	2	2	10	9	8	12	5	90	87	barrier:90	drumlin_s321_A	A	OPP	Titanium collected (tiebreak)	1000
